,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
annual population survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONS Crown Copyright Reserved [from Nomis on 4 January 2021],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Analysis   :,variable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Confidence :,95% confidence interval of percent figure (+/-),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date       :,Jul 2019-Jun 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Area,mnemonic,Numerator,Denominator,% all in employment who work in - A:agriculture and fishing (SIC 2007),Conf,Numerator,Denominator,"% all in employment who work in - B,D,E:energy and water (SIC 2007)",Conf,Numerator,Denominator,% all in employment who work in - C:manufacturing (SIC 2007),Conf,Numerator,Denominator,% all in employment who work in - F:construction (SIC 2007),Conf,Numerator,Denominator,"% all in employment who work in - G,I:distribution, hotels and restaurants (SIC 2007)",Conf,Numerator,Denominator,"% all in employment who work in - H,J:transport and communications (SIC 2007)",Conf,Numerator,Denominator,"% all in employment who work in - K-N:banking, finance and insurance (SIC 2007)",Conf,Numerator,Denominator,% all in employment who work in - O-Q:public admin. education and health (SIC 2007),Conf,Numerator,Denominator,% all in employment who work in - R-U:other services (SIC 2007),Conf,Numerator,Denominator,% all in employment who work in - G-U:total services (SIC 2007),Conf
pca10:Glenrothes,S14000036,!,35200,!,!,2400,35200,6.7,*,4000,35200,11.4,6.0,1000,35200,2.9,*,7200,35200,20.4,7.6,1800,35200,5.3,*,3700,35200,10.6,5.8,12000,35200,34.1,8.9,2400,35200,6.9,*,27200,35200,77.3,7.9
pca10:Gordon,S14000037,!,56600,!,!,9700,56600,17.2,5.4,3600,56600,6.4,3.5,5500,56600,9.8,4.2,9700,56600,17.1,5.4,4800,56600,8.4,4.0,6600,56600,11.6,4.6,14000,56600,24.7,6.2,2400,56600,4.3,*,37400,56600,66.1,6.8
pca10:Inverclyde,S14000038,!,33500,!,!,700,33500,2.1,*,2800,33500,8.3,2.8,1900,33500,5.5,2.3,5500,33500,16.4,3.8,2800,33500,8.5,2.8,5900,33500,17.7,3.9,11500,33500,34.4,4.8,2200,33500,6.5,2.5,27900,33500,83.5,3.8
"pca10:Inverness, Nairn, Badenoch and Strathspey",S14000039,1900,66800,2.9,*,2200,66800,3.2,*,3400,66800,5.0,*,3900,66800,5.9,*,15900,66800,23.7,6.5,3800,66800,5.7,3.5,7500,66800,11.2,4.8,24600,66800,36.8,7.3,3400,66800,5.1,*,55200,66800,82.6,5.8
pca10:Kilmarnock and Loudoun,S14000040,1000,46700,2.1,*,~,46700,0.9,*,4600,46700,9.8,3.2,5000,46700,10.8,3.3,7800,46700,16.7,4.0,3300,46700,7.0,2.7,7300,46700,15.7,3.9,13800,46700,29.5,4.9,2700,46700,5.8,2.5,34900,46700,74.7,4.6
pca10:Kirkcaldy and Cowdenbeath,S14000041,!,39000,!,!,2500,39000,6.3,*,3100,39000,7.9,*,3300,39000,8.5,5.0,7000,39000,17.9,6.9,3700,39000,9.6,5.3,4100,39000,10.5,5.5,13700,39000,35.1,8.5,1200,39000,3.1,*,29700,39000,76.2,7.6
pca10:Lanark and Hamilton East,S14000042,1200,57000,2.1,*,1200,57000,2.2,*,4600,57000,8.0,4.1,4100,57000,7.1,3.9,9800,57000,17.2,5.7,5000,57000,8.7,4.3,6600,57000,11.5,4.8,17100,57000,30.0,6.9,6900,57000,12.0,4.9,45300,57000,79.4,6.1
pca10:Linlithgow and East Falkirk,S14000043,!,61400,!,!,1400,61400,2.3,*,7800,61400,12.6,3.6,5000,61400,8.1,3.0,9500,61400,15.5,4.0,3800,61400,6.2,2.6,13000,61400,21.2,4.5,17500,61400,28.5,4.9,3500,61400,5.6,2.5,47300,61400,77.0,4.6
pca10:Livingston,S14000044,700,55800,1.3,*,1500,55800,2.6,*,5800,55800,10.3,3.5,3100,55800,5.6,2.6,10900,55800,19.5,4.5,5400,55800,9.8,3.4,9100,55800,16.2,4.2,17400,55800,31.1,5.3,1900,55800,3.5,2.1,44700,55800,80.1,4.6
pca10:Midlothian,S14000045,~,46500,0.5,*,900,46500,2.0,*,2400,46500,5.2,2.2,2900,46500,6.2,2.4,7900,46500,16.9,3.7,1900,46500,4.0,1.9,9200,46500,19.9,3.9,17700,46500,38.1,4.7,3000,46500,6.4,2.4,39700,46500,85.4,3.5
pca10:Moray,S14000046,1300,46800,2.7,1.5,3000,46800,6.3,2.2,7500,46800,16.1,3.4,3400,46800,7.2,2.4,9700,46800,20.7,3.7,2200,46800,4.7,1.9,3600,46800,7.8,2.4,13600,46800,29.1,4.1,2300,46800,5.0,2.0,31400,46800,67.2,4.3
pca10:Motherwell and Wishaw,S14000047,!,38200,!,!,!,38200,!,!,4100,38200,10.8,6.1,3400,38200,8.9,*,7700,38200,20.2,7.9,3000,38200,7.9,*,5800,38200,15.3,7.0,10200,38200,26.8,8.7,3600,38200,9.3,5.7,30300,38200,79.4,7.9
pca10:Na h-Eileanan An Iar,S14000027,800,13700,6.0,2.7,~,13700,1.7,*,1200,13700,9.0,3.3,1600,13700,11.8,3.7,2000,13700,15.0,4.1,1300,13700,9.5,3.4,700,13700,5.3,2.6,4900,13700,36.2,5.5,700,13700,4.8,2.5,9700,13700,70.8,5.2
pca10:North Ayrshire and Arran,S14000048,900,40000,2.3,*,900,40000,2.4,*,3800,40000,9.5,3.4,3100,40000,7.9,3.1,6600,40000,16.5,4.3,3700,40000,9.2,3.4,4200,40000,10.5,3.6,13400,40000,33.5,5.5,2000,40000,5.1,2.6,29900,40000,74.9,5.0
pca10:North East Fife,S14000049,!,40400,!,!,700,40400,1.7,*,3500,40400,8.6,5.0,1000,40400,2.5,*,4400,40400,10.9,5.6,1800,40400,4.4,*,3100,40400,7.7,4.8,20700,40400,51.3,8.9,5200,40400,12.8,6.0,35200,40400,87.1,6.0
pca10:Ochil and South Perthshire,S14000050,700,47300,1.5,*,2300,47300,4.8,2.0,4500,47300,9.5,2.8,3400,47300,7.1,2.5,8900,47300,18.8,3.7,3500,47300,7.4,2.5,7700,47300,16.2,3.5,13100,47300,27.7,4.3,3300,47300,6.9,2.4,36400,47300,77.0,4.0
pca10:Orkney and Shetland,S14000051,2000,23800,8.3,4.4,1200,23800,5.2,*,2400,23800,10.0,4.8,2000,23800,8.6,4.5,4000,23800,16.9,6.0,1500,23800,6.3,3.9,2500,23800,10.5,4.9,6500,23800,27.3,7.1,1600,23800,6.8,4.0,16100,23800,67.9,7.4
pca10:Paisley and Renfrewshire North,S14000052,!,44900,!,!,!,44900,!,!,4800,44900,10.6,4.1,1600,44900,3.5,*,9300,44900,20.6,5.3,3500,44900,7.8,3.5,5300,44900,11.7,4.2,17500,44900,39.0,6.4,1700,44900,3.8,*,37200,44900,82.9,5.0
pca10:Paisley and Renfrewshire South,S14000053,!,42900,!,!,!,42900,!,!,4000,42900,9.3,4.0,3100,42900,7.1,3.5,6600,42900,15.5,4.9,5400,42900,12.5,4.5,5400,42900,12.6,4.5,16700,42900,38.9,6.7,1000,42900,2.4,*,35100,42900,81.9,5.3
pca10:Perth and North Perthshire,S14000054,2300,51000,4.5,2.2,1600,51000,3.1,1.8,2000,51000,3.9,2.1,2600,51000,5.1,2.3,12700,51000,25.0,4.6,3200,51000,6.3,2.6,7300,51000,14.3,3.7,16300,51000,32.0,5.0,2700,51000,5.3,2.4,42200,51000,82.8,4.0
"pca10:Ross, Skye and Lochaber",S14000055,1500,29900,5.1,*,2600,29900,8.6,*,1900,29900,6.4,*,2400,29900,8.1,*,7000,29900,23.5,9.2,2000,29900,6.6,*,3500,29900,11.7,7.0,8200,29900,27.3,9.6,!,29900,!,!,21400,29900,71.8,9.7
pca10:Rutherglen and Hamilton West,S14000056,!,52100,!,!,2100,52100,3.9,*,3600,52100,6.9,*,4400,52100,8.5,4.4,6100,52100,11.6,5.1,4700,52100,9.0,4.6,9700,52100,18.6,6.2,18300,52100,35.0,7.6,2900,52100,5.7,*,41700,52100,79.9,6.4
pca10:Stirling,S14000057,500,45900,1.1,*,1000,45900,2.2,1.3,2800,45900,6.1,2.2,2200,45900,4.9,1.9,9500,45900,20.8,3.6,3200,45900,7.0,2.3,7700,45900,16.7,3.3,14900,45900,32.4,4.2,3900,45900,8.4,2.5,39100,45900,85.3,3.2
pca10:West Aberdeenshire and Kincardine,S14000058,!,51200,!,!,11200,51200,22.0,6.4,2300,51200,4.5,*,2300,51200,4.5,*,4900,51200,9.6,4.6,2800,51200,5.4,*,8700,51200,17.1,5.8,16300,51200,31.8,7.2,1800,51200,3.5,*,34500,51200,67.4,7.3
pca10:West Dunbartonshire,S14000059,!,41800,!,!,700,41800,1.6,1.0,3900,41800,9.3,2.4,3200,41800,7.7,2.2,4800,41800,11.5,2.6,2600,41800,6.1,2.0,5900,41800,14.2,2.9,17000,41800,40.7,4.0,3200,41800,7.7,2.2,33500,41800,80.1,3.3
country:United Kingdom,K02000001,318400,32663900,1.0,0.1,551100,32663900,1.7,0.1,2880000,32663900,8.8,0.2,2271600,32663900,7.0,0.1,5751600,32663900,17.6,0.2,2973700,32663900,9.1,0.2,5804900,32663900,17.8,0.2,10050700,32663900,30.8,0.3,1911500,32663900,5.9,0.1,26492300,32663900,81.1,0.2
country:Great Britain,K03000001,293500,31787500,0.9,0.1,539600,31787500,1.7,0.1,2794400,31787500,8.8,0.2,2203100,31787500,6.9,0.2,5594000,31787500,17.6,0.2,2914300,31787500,9.2,0.2,5679700,31787500,17.9,0.2,9771200,31787500,30.7,0.3,1855100,31787500,5.8,0.1,25814200,31787500,81.2,0.2
country:England,E92000001,225500,27683800,0.8,0.1,402900,27683800,1.5,0.1,2461300,27683800,8.9,0.2,1925500,27683800,7.0,0.2,4840800,27683800,17.5,0.3,2637800,27683800,9.5,0.2,5074300,27683800,18.3,0.3,8394000,27683800,30.3,0.3,1607100,27683800,5.8,0.2,22554000,27683800,81.5,0.3
country:Wales,W92000004,30200,1458100,2.1,0.3,25300,1458100,1.7,0.2,142300,1458100,9.8,0.5,103200,1458100,7.1,0.5,267900,1458100,18.4,0.7,85700,1458100,5.9,0.4,201200,1458100,13.8,0.6,505400,1458100,34.7,0.9,82300,1458100,5.6,0.4,1142600,1458100,78.4,0.7
country:Scotland,S92000003,37800,2645500,1.4,0.2,111400,2645500,4.2,0.3,190800,2645500,7.2,0.4,174400,2645500,6.6,0.4,485300,2645500,18.3,0.6,190800,2645500,7.2,0.4,404200,2645500,15.3,0.6,871700,2645500,33.0,0.8,165600,2645500,6.3,0.4,2117700,2645500,80.0,0.7
country:Northern Ireland,N92000002,24900,876400,2.8,0.5,11500,876400,1.3,0.3,85600,876400,9.8,0.9,68500,876400,7.8,0.8,157600,876400,18.0,1.1,59400,876400,6.8,0.7,125200,876400,14.3,1.0,279500,876400,31.9,1.4,56400,876400,6.4,0.7,678100,876400,77.4,1.2
country:England and Wales,K04000001,255700,29142000,0.9,0.1,428200,29142000,1.5,0.1,2603600,29142000,8.9,0.2,2028700,29142000,7.0,0.2,5108700,29142000,17.5,0.2,2723500,29142000,9.3,0.2,5275500,29142000,18.1,0.2,8899400,29142000,30.5,0.3,1689400,29142000,5.8,0.2,23696600,29142000,81.3,0.3
gor:North East,E12000001,9000,1204700,0.7,0.2,23400,1204700,1.9,0.3,122200,1204700,10.1,0.7,88000,1204700,7.3,0.6,212600,1204700,17.6,0.9,89600,1204700,7.4,0.6,161000,1204700,13.4,0.8,428000,1204700,35.5,1.1,68500,1204700,5.7,0.6,959700,1204700,79.7,1.0
gor:North West,E12000002,28700,3478000,0.8,0.2,62500,3478000,1.8,0.2,343300,3478000,9.9,0.5,220000,3478000,6.3,0.4,658400,3478000,18.9,0.7,304700,3478000,8.8,0.5,556000,3478000,16.0,0.6,1088600,3478000,31.3,0.8,201900,3478000,5.8,0.4,2809500,3478000,80.8,0.7
gor:Yorkshire and The Humber,E12000003,24500,2600200,0.9,0.2,37500,2600200,1.4,0.3,305000,2600200,11.7,0.7,172700,2600200,6.6,0.5,478700,2600200,18.4,0.8,213700,2600200,8.2,0.6,392400,2600200,15.1,0.8,828400,2600200,31.9,1.0,137000,2600200,5.3,0.5,2050200,2600200,78.8,0.9
gor:East Midlands,E12000004,32400,2357400,1.4,0.3,42300,2357400,1.8,0.4,306400,2357400,13.0,0.9,173300,2357400,7.4,0.7,461600,2357400,19.6,1.1,204600,2357400,8.7,0.7,337900,2357400,14.3,0.9,687700,2357400,29.2,1.2,105700,2357400,4.5,0.5,1797600,2357400,76.3,1.1
gor:West Midlands,E12000005,27800,2785700,1.0,0.2,50800,2785700,1.8,0.3,336700,2785700,12.1,0.7,204700,2785700,7.3,0.5,490100,2785700,17.6,0.8,246000,2785700,8.8,0.6,417100,2785700,15.0,0.7,849000,2785700,30.5,1.0,150200,2785700,5.4,0.5,2152500,2785700,77.3,0.9
gor:East,E12000006,27700,3111700,0.9,0.2,41100,3111700,1.3,0.3,261300,3111700,8.4,0.6,252700,3111700,8.1,0.6,529100,3111700,17.0,0.8,304000,3111700,9.8,0.7,607200,3111700,19.5,0.9,900600,3111700,28.9,1.0,178300,3111700,5.7,0.5,2519100,3111700,81.0,0.9
gor:London,E12000007,5100,4739900,0.1,0.1,36600,4739900,0.8,0.2,167700,4739900,3.5,0.4,291200,4739900,6.1,0.5,726300,4739900,15.3,0.8,563300,4739900,11.9,0.7,1253500,4739900,26.4,0.9,1343600,4739900,28.3,0.9,319000,4739900,6.7,0.5,4205700,4739900,88.7,0.7
gor:South East,E12000008,30800,4634500,0.7,0.1,62600,4634500,1.4,0.2,368200,4634500,7.9,0.5,320900,4634500,6.9,0.4,759300,4634500,16.4,0.6,508900,4634500,11.0,0.5,893100,4634500,19.3,0.7,1378800,4634500,29.8,0.8,295100,4634500,6.4,0.4,3835200,4634500,82.8,0.6
gor:South West,E12000009,39400,2771700,1.4,0.2,46000,2771700,1.7,0.3,250500,2771700,9.0,0.6,202000,2771700,7.3,0.5,524800,2771700,18.9,0.8,203000,2771700,7.3,0.5,455900,2771700,16.4,0.8,889300,2771700,32.1,0.9,151500,2771700,5.5,0.5,2224500,2771700,80.3,0.8
gor:Wales,W92000004,30200,1458100,2.1,0.3,25300,1458100,1.7,0.2,142300,1458100,9.8,0.5,103200,1458100,7.1,0.5,267900,1458100,18.4,0.7,85700,1458100,5.9,0.4,201200,1458100,13.8,0.6,505400,1458100,34.7,0.9,82300,1458100,5.6,0.4,1142600,1458100,78.4,0.7
gor:Scotland,S92000003,37800,2645500,1.4,0.2,111400,2645500,4.2,0.3,190800,2645500,7.2,0.4,174400,2645500,6.6,0.4,485300,2645500,18.3,0.6,190800,2645500,7.2,0.4,404200,2645500,15.3,0.6,871700,2645500,33.0,0.8,165600,2645500,6.3,0.4,2117700,2645500,80.0,0.7
gor:Northern Ireland,N92000002,24900,876400,2.8,0.5,11500,876400,1.3,0.3,85600,876400,9.8,0.9,68500,876400,7.8,0.8,157600,876400,18.0,1.1,59400,876400,6.8,0.7,125200,876400,14.3,1.0,279500,876400,31.9,1.4,56400,876400,6.4,0.7,678100,876400,77.4,1.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,These figures are suppressed as statistically unreliable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
!,Estimate and confidence interval not available since the group sample size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,is zero or disclosive (0-2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,Estimate and confidence interval unreliable since the group sample size is,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,small (3-9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
~,Estimate is less than 500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
